id;member_id;member_type;member_since;member_until
893;893;combi;2011-01-01;
894;894;full;1985-01-01;
895;895;full;1969-01-01;
896;896;free;2018-01-01;
897;897;reduction;2016-01-01;2017-01-01
898;898;full;2003-01-01;
899;899;full;1995-01-01;2001-01-01
900;900;full;1980-01-01;1982-01-01
901;901;combi;2008-01-01;
902;902;combi;2004-01-01;
903;903;full;2018-01-01;2018-01-01
904;904;full;2003-01-01;
905;905;youth;2015-01-01;
906;906;youth;2015-01-01;
907;907;full;2014-01-01;2014-01-01
908;908;full;1996-01-01;
909;909;full;1979-01-01;1996-01-01
910;910;reduction;1977-01-01;
911;911;free;2009-01-01;
912;912;full;2000-01-01;
913;913;combi;2014-01-01;
914;914;full;1988-01-01;
915;915;full;1969-01-01;1984-01-01
916;916;youth;2015-01-01;
917;917;full;1989-01-01;2006-01-01
918;918;full;1999-01-01;
919;919;full;2018-01-01;2018-01-01
920;920;full;2009-01-01;2012-01-01
921;921;reduction;1999-01-01;
922;922;full;2002-01-01;2007-01-01
923;923;full;2000-01-01;
924;924;youth;2018-01-01;
925;925;full;2009-01-01;2011-01-01
926;926;free;1990-01-01;1997-01-01
927;927;full;2010-01-01;
928;928;full;2006-01-01;
929;929;full;1992-01-01;2018-01-01
930;930;full;2011-01-01;
931;931;full;2016-01-01;
932;932;combi;2014-01-01;2018-01-01
933;933;combi;2011-01-01;
934;934;free;2012-01-01;2012-01-01
935;935;reduction;1982-01-01;
936;936;full;2009-01-01;2016-01-01
937;937;full;1990-01-01;
938;938;full;2014-01-01;
939;939;full;2017-01-01;
940;940;combi;2004-01-01;2016-01-01
941;941;full;1992-01-01;
942;942;full;1987-01-01;
943;943;combi;2014-01-01;2014-01-01
944;944;full;2010-01-01;
945;945;full;1996-01-01;
946;946;full;1992-01-01;
947;947;full;1984-01-01;
948;948;full;2012-01-01;2015-01-01
949;949;reduction;1984-01-01;
950;950;full;2017-01-01;2017-01-01
951;951;full;1971-01-01;
952;952;reduction;2012-01-01;
953;953;free;2014-01-01;
954;954;combi;2008-01-01;
955;955;full;1975-01-01;
956;956;full;1995-01-01;
957;957;youth;2015-01-01;2016-01-01
958;958;full;2007-01-01;2013-01-01
959;959;full;2008-01-01;2012-01-01
960;960;full;1994-01-01;
961;961;full;1972-01-01;
962;962;full;2017-01-01;2017-01-01
963;963;combi;2017-01-01;2018-01-01
964;964;full;1974-01-01;
965;965;youth;2018-01-01;2018-01-01
966;966;full;2004-01-01;
967;967;reduction;1973-01-01;1975-01-01
968;968;full;2000-01-01;
969;969;full;2010-01-01;2013-01-01
970;970;full;2001-01-01;2003-01-01
971;971;reduction;1985-01-01;
972;972;combi;2012-01-01;
973;973;reduction;1977-01-01;
974;974;combi;2012-01-01;
975;975;full;2009-01-01;2010-01-01
976;976;full;2013-01-01;2015-01-01
977;977;full;1997-01-01;
978;978;full;2014-01-01;
979;979;full;2005-01-01;
980;980;full;1996-01-01;
981;981;combi;2014-01-01;
982;982;youth;2014-01-01;
983;983;youth;2013-01-01;
984;984;youth;2016-01-01;
985;985;full;1980-01-01;
986;986;full;2012-01-01;2012-01-01
987;987;full;1996-01-01;
988;988;full;1995-01-01;
989;989;combi;2017-01-01;
990;990;full;2005-01-01;
991;991;full;1982-01-01;
992;992;full;2004-01-01;
993;993;full;1995-01-01;1996-01-01
994;994;full;2014-01-01;
995;995;reduction;2006-01-01;
996;996;free;1999-01-01;
997;997;full;1972-01-01;2013-01-01
998;998;combi;2013-01-01;2018-01-01
999;999;full;2016-01-01;
1000;1000;reduction;1980-01-01;
1001;1001;youth;2015-01-01;
1002;1002;free;2015-01-01;
1003;1003;full;1995-01-01;2009-01-01
1004;1004;full;2002-01-01;
1005;1005;full;2007-01-01;2018-01-01
1006;1006;full;1971-01-01;
1007;1007;full;1999-01-01;
1008;1008;youth;2015-01-01;
1009;1009;full;2013-01-01;2013-01-01
1010;1010;full;2008-01-01;
1011;1011;full;2017-01-01;
1012;1012;full;2005-01-01;2016-01-01
1013;1013;full;2016-01-01;
1014;1014;full;2005-01-01;
1015;1015;full;1986-01-01;
1016;1016;full;2008-01-01;
1017;1017;free;2002-01-01;
1018;1018;reduction;1989-01-01;
1019;1019;full;2003-01-01;
1020;1020;full;2012-01-01;
1021;1021;full;1999-01-01;
1022;1022;full;1985-01-01;2014-01-01
1023;1023;combi;2004-01-01;
1024;1024;full;1987-01-01;
1025;1025;full;1975-01-01;
1026;1026;youth;2017-01-01;
1027;1027;full;1985-01-01;
1028;1028;full;1973-01-01;1994-01-01
1029;1029;full;1994-01-01;
1030;1030;full;1969-01-01;
1031;1031;full;2003-01-01;
1032;1032;full;1992-01-01;
1033;1033;full;2000-01-01;2010-01-01
1034;1034;full;2011-01-01;
1035;1035;full;1990-01-01;
1036;1036;full;1984-01-01;
1037;1037;full;1988-01-01;
1038;1038;full;1989-01-01;
1039;1039;full;2008-01-01;
1040;1040;full;1981-01-01;
1041;1041;full;1994-01-01;1998-01-01
1042;1042;full;1995-01-01;
1043;1043;full;2017-01-01;
1044;1044;full;2014-01-01;
1045;1045;full;1994-01-01;
1046;1046;full;1977-01-01;
1047;1047;reduction;2011-01-01;
1048;1048;full;2008-01-01;
1049;1049;combi;1979-01-01;
1050;1050;full;2014-01-01;
1051;1051;full;2002-01-01;
1052;1052;full;2006-01-01;
1053;1053;full;1963-01-01;
1054;1054;full;2005-01-01;
1055;1055;youth;2014-01-01;
1056;1056;full;1985-01-01;
1057;1057;youth;2009-01-01;
1058;1058;full;2014-01-01;2014-01-01
1059;1059;combi;2009-01-01;
1060;1060;combi;2002-01-01;
1061;1061;full;2005-01-01;2015-01-01
1062;1062;full;2002-01-01;
1063;1063;full;1985-01-01;
1064;1064;full;1998-01-01;
1065;1065;combi;2011-01-01;2018-01-01
1066;1066;full;2011-01-01;
1067;1067;free;2015-01-01;
1068;1068;full;2005-01-01;
1069;1069;full;1966-01-01;
1070;1070;full;2014-01-01;
1071;1071;full;2009-01-01;2010-01-01
1072;1072;full;2007-01-01;
1073;1073;full;2008-01-01;
1074;1074;full;1986-01-01;
1075;1075;youth;2016-01-01;2016-01-01
1076;1076;reduction;2006-01-01;2015-01-01
1077;1077;full;2014-01-01;
1078;1078;full;2017-01-01;
1079;1079;full;2008-01-01;
1080;1080;full;1994-01-01;
1081;1081;full;1989-01-01;1989-01-01
1082;1082;youth;2016-01-01;2016-01-01
1083;1083;full;2007-01-01;
1084;1084;full;2002-01-01;
1085;1085;full;2003-01-01;
1086;1086;full;1983-01-01;
1087;1087;youth;2017-01-01;
1088;1088;youth;2017-01-01;
1089;1089;combi;2016-01-01;
1090;1090;full;2018-01-01;2018-01-01
1091;1091;full;2009-01-01;
1092;1092;youth;2014-01-01;
1093;1093;reduction;2001-01-01;2016-01-01
1094;1094;reduction;1997-01-01;
1095;1095;full;2011-01-01;
1096;1096;full;2015-01-01;
1097;1097;full;2003-01-01;
1098;1098;full;2016-01-01;
1099;1099;full;2017-01-01;
1100;1100;full;2015-01-01;
1101;1101;full;2007-01-01;
1102;1102;full;2012-01-01;
1103;1103;combi;2013-01-01;
1104;1104;full;1995-01-01;
1105;1105;full;2003-01-01;
1106;1106;full;2013-01-01;
1107;1107;full;2008-01-01;2017-01-01
1108;1108;youth;2018-01-01;
1109;1109;full;2002-01-01;
1110;1110;full;1998-01-01;
1111;1111;full;2002-01-01;2002-01-01
1112;1112;combi;2010-01-01;2011-01-01
1113;1113;youth;2015-01-01;
1114;1114;full;2015-01-01;
1115;1115;full;1979-01-01;
1116;1116;full;1966-01-01;
1117;1117;full;1994-01-01;
1118;1118;full;2011-01-01;
1119;1119;full;1994-01-01;1995-01-01
1120;1120;full;2008-01-01;
1121;1121;combi;2014-01-01;2017-01-01
1122;1122;youth;2015-01-01;
1123;1123;full;1995-01-01;
1124;1124;full;1987-01-01;
1125;1125;full;2013-01-01;
1126;1126;combi;2013-01-01;
1127;1127;full;2016-01-01;
1128;1128;full;1997-01-01;
1129;1129;full;2000-01-01;
1130;1130;combi;2009-01-01;
1131;1131;full;1991-01-01;
1132;1132;full;1972-01-01;
1133;1133;full;2002-01-01;
1134;1134;youth;2018-01-01;
1135;1135;combi;2016-01-01;
1136;1136;free;1998-01-01;
1137;1137;full;1999-01-01;
1138;1138;full;2012-01-01;
1139;1139;reduction;1990-01-01;
1140;1140;full;2010-01-01;
1141;1141;combi;2018-01-01;2018-01-01
1142;1142;full;1993-01-01;
1143;1143;full;2016-01-01;
1144;1144;free;2018-01-01;
1145;1145;full;2013-01-01;
1146;1146;full;2015-01-01;
1147;1147;youth;2018-01-01;
1148;1148;full;1984-01-01;
1149;1149;combi;2013-01-01;
1150;1150;combi;2017-01-01;
1151;1151;full;1963-01-01;
1152;1152;full;1991-01-01;2015-01-01
1153;1153;free;2008-01-01;
1154;1154;full;2017-01-01;
1155;1155;full;2015-01-01;2018-01-01
1156;1156;combi;2010-01-01;
1157;1157;full;2014-01-01;
1158;1158;full;1999-01-01;
1159;1159;youth;2015-01-01;
1160;1160;full;1994-01-01;
1161;1161;full;2007-01-01;
1162;1162;youth;2016-01-01;2017-01-01
1163;1163;full;1995-01-01;
1164;1164;full;2012-01-01;
1165;1165;full;2010-01-01;
1166;1166;full;1995-01-01;
1167;1167;youth;2016-01-01;
1168;1168;full;2004-01-01;
1169;1169;full;1987-01-01;
1170;1170;youth;2018-01-01;
1171;1171;full;2013-01-01;2014-01-01
1172;1172;combi;2006-01-01;
1173;1173;full;2002-01-01;
1174;1174;full;2013-01-01;2013-01-01
1175;1175;full;1993-01-01;
1176;1176;full;1975-01-01;
1177;1177;full;2007-01-01;
1178;1178;free;2010-01-01;
1179;1179;youth;2016-01-01;2016-01-01
1180;1180;full;1977-01-01;
1181;1181;youth;2018-01-01;
1182;1182;combi;2012-01-01;
1183;1183;full;2012-01-01;
1184;1184;free;2013-01-01;
1185;1185;reduction;1990-01-01;2002-01-01
1186;1186;full;1974-01-01;
1187;1187;youth;2016-01-01;
1188;1188;free;2014-01-01;
1189;1189;full;2006-01-01;
1190;1190;full;1991-01-01;
1191;1191;full;2015-01-01;
1192;1192;full;2011-01-01;
1193;1193;youth;2017-01-01;
1194;1194;full;1967-01-01;
1195;1195;combi;2009-01-01;
1196;1196;full;2012-01-01;
1197;1197;combi;2012-01-01;
1198;1198;reduction;2009-01-01;
1199;1199;youth;2011-01-01;
1200;1200;full;1993-01-01;
1201;1201;full;2011-01-01;
1202;1202;combi;2011-01-01;
1203;1203;full;1978-01-01;
1204;1204;full;1973-01-01;
1205;1205;full;1978-01-01;
1206;1206;combi;2011-01-01;
1207;1207;full;2010-01-01;2013-01-01
1208;1208;full;2013-01-01;
1209;1209;full;2001-01-01;2002-01-01
1210;1210;full;1999-01-01;
1211;1211;full;1995-01-01;2007-01-01
1212;1212;full;1997-01-01;
1213;1213;full;2010-01-01;
1214;1214;full;2014-01-01;
1215;1215;full;2013-01-01;
1216;1216;combi;2011-01-01;
1217;1217;combi;2009-01-01;2010-01-01
1218;1218;full;2008-01-01;
1219;1219;full;1997-01-01;2005-01-01
1220;1220;full;2014-01-01;
1221;1221;full;1997-01-01;
1222;1222;combi;2013-01-01;
1223;1223;full;1981-01-01;1984-01-01
1224;1224;youth;1968-01-01;
1225;1225;full;2013-01-01;2015-01-01
1226;1226;full;2011-01-01;
1227;1227;full;2016-01-01;
1228;1228;full;1969-01-01;
1229;1229;reduction;1995-01-01;
1230;1230;full;2014-01-01;
1231;1231;combi;2010-01-01;
1232;1232;full;2000-01-01;
1233;1233;full;1966-01-01;
1234;1234;full;1990-01-01;2003-01-01
1235;1235;full;2008-01-01;
1236;1236;youth;2014-01-01;
1237;1237;youth;2013-01-01;
1238;1238;full;1999-01-01;
1239;1239;full;2016-01-01;
1240;1240;full;1994-01-01;1995-01-01
1241;1241;full;2007-01-01;
1242;1242;full;2009-01-01;
1243;1243;full;2018-01-01;2018-01-01
1244;1244;combi;2008-01-01;
1245;1245;full;1987-01-01;
1246;1246;full;2014-01-01;
1247;1247;full;1977-01-01;
1248;1248;reduction;1970-01-01;
1249;1249;full;1994-01-01;
1250;1250;full;2006-01-01;
1251;1251;full;2014-01-01;
1252;1252;full;2007-01-01;2008-01-01
1253;1253;full;2017-01-01;
1254;1254;full;2018-01-01;
1255;1255;full;2011-01-01;2015-01-01
1256;1256;full;2012-01-01;
1257;1257;full;1984-01-01;2018-01-01
1258;1258;full;1983-01-01;
1259;1259;full;1996-01-01;
1260;1260;full;2003-01-01;
1261;1261;full;2015-01-01;
1262;1262;full;1996-01-01;2004-01-01
1263;1263;combi;2006-01-01;
1264;1264;full;2018-01-01;2018-01-01
1265;1265;full;1996-01-01;
1266;1266;full;2009-01-01;2018-01-01
1267;1267;full;1990-01-01;
1268;1268;full;2016-01-01;
1269;1269;full;1974-01-01;
1270;1270;full;1999-01-01;
1271;1271;youth;2014-01-01;
1272;1272;full;2008-01-01;
1273;1273;full;1990-01-01;
1274;1274;full;2015-01-01;
1275;1275;free;1983-01-01;
1276;1276;youth;2015-01-01;
1277;1277;reduction;2008-01-01;
1278;1278;reduction;1993-01-01;
1279;1279;full;1970-01-01;
1280;1280;full;2014-01-01;2016-01-01
1281;1281;combi;2016-01-01;
1282;1282;full;2000-01-01;
1283;1283;full;2009-01-01;2013-01-01
1284;1284;full;2013-01-01;
1285;1285;full;2003-01-01;
1286;1286;full;2018-01-01;2018-01-01
1287;1287;full;1981-01-01;
1288;1288;combi;2016-01-01;
1289;1289;full;1978-01-01;
1290;1290;free;2015-01-01;
1291;1291;combi;2018-01-01;
1292;1292;full;2018-01-01;
1293;1293;full;1998-01-01;2013-01-01
1294;1294;full;2005-01-01;
1295;1295;youth;2016-01-01;
1296;1296;youth;2017-01-01;
1297;1297;full;2011-01-01;2018-01-01
1298;1298;full;1976-01-01;
1299;1299;full;2000-01-01;
1300;1300;full;1993-01-01;
1301;1301;full;2017-01-01;2018-01-01
1302;1302;combi;2013-01-01;
1303;1303;full;2004-01-01;
1304;1304;full;1976-01-01;
1305;1305;reduction;2005-01-01;
1306;1306;full;1998-01-01;2016-01-01
1307;1307;youth;2016-01-01;
1308;1308;full;2016-01-01;2018-01-01
1309;1309;full;2005-01-01;
1310;1310;full;2005-01-01;
1311;1311;full;2002-01-01;
1312;1312;full;2006-01-01;
1313;1313;combi;2017-01-01;
1314;1314;full;2001-01-01;
1315;1315;full;1999-01-01;
1316;1316;full;2015-01-01;
1317;1317;combi;2015-01-01;
1318;1318;combi;2014-01-01;
1319;1319;youth;2016-01-01;
1320;1320;full;1965-01-01;
1321;1321;full;2017-01-01;2018-01-01
1322;1322;full;1993-01-01;2008-01-01
1323;1323;full;1990-01-01;
1324;1324;combi;2016-01-01;
1325;1325;full;1994-01-01;
1326;1326;youth;2017-01-01;
1327;1327;youth;2018-01-01;
1328;1328;youth;2018-01-01;
1329;1329;full;1977-01-01;
1330;1330;full;2005-01-01;
1331;1331;full;1984-01-01;
1332;1332;full;1974-01-01;
1333;1333;full;1997-01-01;2000-01-01
1334;1334;combi;2012-01-01;
1335;1335;youth;2018-01-01;
1336;1336;full;2010-01-01;
1337;1337;youth;2015-01-01;
1338;1338;full;2001-01-01;
1339;1339;combi;2006-01-01;2016-01-01
1340;1340;full;1992-01-01;2005-01-01
1341;1341;full;1998-01-01;
1342;1342;free;2014-01-01;2018-01-01
1343;1343;free;2017-01-01;2018-01-01
1344;1344;reduction;2015-01-01;
1345;1345;combi;2014-01-01;
1346;1346;full;2003-01-01;2015-01-01
1347;1347;youth;2017-01-01;2017-01-01
1348;1348;full;2016-01-01;
1349;1349;full;1988-01-01;
1350;1350;full;1994-01-01;
1351;1351;full;2017-01-01;
1352;1352;full;2012-01-01;2013-01-01
1353;1353;full;2004-01-01;2009-01-01
1354;1354;full;2012-01-01;
1355;1355;combi;2009-01-01;2012-01-01
1356;1356;full;2003-01-01;
1357;1357;full;2014-01-01;2014-01-01
1358;1358;youth;2017-01-01;
1359;1359;youth;2014-01-01;
1360;1360;full;2004-01-01;
1361;1361;combi;2018-01-01;
1362;1362;full;2015-01-01;2016-01-01
1363;1363;reduction;2015-01-01;
1364;1364;full;1998-01-01;
1365;1365;full;2002-01-01;
1366;1366;full;1991-01-01;
1367;1367;combi;2014-01-01;
1368;1368;full;1990-01-01;
1369;1369;full;2015-01-01;
1370;1370;youth;2017-01-01;
1371;1371;free;2011-01-01;
1372;1372;reduction;2000-01-01;
1373;1373;full;1988-01-01;
1374;1374;full;1984-01-01;
1375;1375;youth;2015-01-01;
1376;1376;full;1970-01-01;
1377;1377;full;1983-01-01;
1378;1378;full;1982-01-01;
1379;1379;combi;2014-01-01;
1380;1380;combi;2011-01-01;
1381;1381;full;2012-01-01;
1382;1382;full;1991-01-01;
1383;1383;full;2013-01-01;
1384;1384;full;2005-01-01;2018-01-01
1385;1385;full;1967-01-01;
1386;1386;combi;2016-01-01;2017-01-01
1387;1387;full;2008-01-01;
1388;1388;full;1985-01-01;
1389;1389;full;1988-01-01;
1390;1390;full;2006-01-01;
1391;1391;full;1995-01-01;
1392;1392;full;1986-01-01;
1393;1393;full;2010-01-01;2012-01-01
1394;1394;full;2011-01-01;2011-01-01
1395;1395;full;1978-01-01;
1396;1396;full;1985-01-01;
1397;1397;full;1988-01-01;2001-01-01
1398;1398;combi;2012-01-01;
1399;1399;full;2012-01-01;
1400;1400;free;2014-01-01;
1401;1401;full;1993-01-01;
1402;1402;full;2016-01-01;
1403;1403;combi;2018-01-01;2018-01-01
1404;1404;free;2012-01-01;
1405;1405;full;2008-01-01;2008-01-01
1406;1406;youth;2016-01-01;
1407;1407;full;1981-01-01;2005-01-01
1408;1408;full;2008-01-01;
1409;1409;full;1979-01-01;
1410;1410;full;2011-01-01;
1411;1411;full;2013-01-01;
1412;1412;full;2008-01-01;
1413;1413;full;1982-01-01;
1414;1414;full;2013-01-01;
1415;1415;full;2000-01-01;
1416;1416;full;2018-01-01;
1417;1417;youth;2016-01-01;2017-01-01
1418;1418;free;2008-01-01;
1419;1419;free;2017-01-01;
1420;1420;full;1969-01-01;2000-01-01
1421;1421;full;2006-01-01;
1422;1422;reduction;2007-01-01;
1423;1423;full;2009-01-01;
1424;1424;full;2003-01-01;2015-01-01
1425;1425;full;1978-01-01;2017-01-01
1426;1426;full;2007-01-01;
1427;1427;full;2009-01-01;
1428;1428;full;2002-01-01;2005-01-01
1429;1429;youth;2016-01-01;
1430;1430;youth;2018-01-01;
1431;1431;full;1994-01-01;
1432;1432;full;2011-01-01;
1433;1433;full;2007-01-01;
1434;1434;full;1986-01-01;
1435;1435;full;1996-01-01;2005-01-01
1436;1436;full;2001-01-01;
1437;1437;full;2014-01-01;
1438;1438;full;2008-01-01;
1439;1439;full;2006-01-01;
1440;1440;full;2006-01-01;2007-01-01
1441;1441;full;2013-01-01;
1442;1442;free;2013-01-01;2013-01-01
1443;1443;full;2003-01-01;
1444;1444;full;1998-01-01;
1445;1445;full;2011-01-01;
1446;1446;youth;2013-01-01;
1447;1447;combi;2014-01-01;2014-01-01
1448;1448;full;2013-01-01;
1449;1449;free;2016-01-01;
1450;1450;youth;2016-01-01;
1451;1451;reduction;1979-01-01;
1452;1452;full;1994-01-01;
1453;1453;full;2011-01-01;2015-01-01
1454;1454;combi;2012-01-01;2016-01-01
1455;1455;full;2001-01-01;
1456;1456;free;2015-01-01;
1457;1457;full;1991-01-01;
1458;1458;full;1979-01-01;
1459;1459;full;1992-01-01;
1460;1460;full;2010-01-01;
1461;1461;full;1975-01-01;
1462;1462;full;2012-01-01;
1463;1463;full;2007-01-01;
1464;1464;full;2009-01-01;
1465;1465;full;2002-01-01;
1466;1466;combi;2011-01-01;
1467;1467;full;2010-01-01;
1468;1468;free;2006-01-01;2013-01-01
1469;1469;full;2004-01-01;
1470;1470;full;2018-01-01;
1471;1471;reduction;1978-01-01;
1472;1472;full;1994-01-01;
1473;1473;combi;2010-01-01;
1474;1474;youth;2011-01-01;
1475;1475;youth;2015-01-01;
1476;1476;free;2011-01-01;
1477;1477;full;2007-01-01;2011-01-01
1478;1478;full;2018-01-01;
1479;1479;full;1978-01-01;
1480;1480;full;1979-01-01;
1481;1481;full;1996-01-01;1997-01-01
1482;1482;full;1984-01-01;
1483;1483;full;2015-01-01;
1484;1484;full;2000-01-01;
1485;1485;full;2005-01-01;
1486;1486;full;2005-01-01;
1487;1487;full;2008-01-01;2018-01-01
1488;1488;full;2008-01-01;
1489;1489;full;1990-01-01;
1490;1490;youth;2016-01-01;
1491;1491;full;2001-01-01;
1492;1492;full;2016-01-01;
1493;1493;full;1999-01-01;
1494;1494;full;1993-01-01;
1495;1495;full;2000-01-01;2002-01-01
1496;1496;full;1979-01-01;2001-01-01
1497;1497;full;1994-01-01;
1498;1498;full;1979-01-01;
1499;1499;full;2015-01-01;
1500;1500;full;1963-01-01;
1501;1501;combi;2015-01-01;
1502;1502;full;2008-01-01;
1503;1503;free;2012-01-01;2012-01-01
1504;1504;full;1997-01-01;
1505;1505;reduction;1969-01-01;
1506;1506;full;1978-01-01;
1507;1507;full;2000-01-01;
1508;1508;full;2017-01-01;
1509;1509;full;2010-01-01;
1510;1510;full;1991-01-01;
1511;1511;combi;2015-01-01;
1512;1512;full;2008-01-01;
1513;1513;full;1991-01-01;
1514;1514;reduction;2017-01-01;
1515;1515;full;2010-01-01;2018-01-01
1516;1516;full;2017-01-01;2018-01-01
1517;1517;full;1976-01-01;
1518;1518;full;1996-01-01;
1519;1519;full;2010-01-01;2013-01-01
1520;1520;combi;2012-01-01;
1521;1521;full;1996-01-01;
1522;1522;combi;2007-01-01;
1523;1523;full;2009-01-01;
1524;1524;reduction;2017-01-01;
1525;1525;youth;2017-01-01;
1526;1526;full;1992-01-01;2018-01-01
1527;1527;free;2008-01-01;
1528;1528;full;1993-01-01;
1529;1529;youth;2005-01-01;2018-01-01
1530;1530;full;2008-01-01;
1531;1531;full;2003-01-01;
1532;1532;full;2010-01-01;2010-01-01
1533;1533;full;2008-01-01;2011-01-01
1534;1534;reduction;2014-01-01;2014-01-01
1535;1535;full;1980-01-01;
1536;1536;full;2018-01-01;
1537;1537;reduction;2008-01-01;
